20070110   -13707.583501       -0.001371 20000000.000000 10000000.000000 10000000.000000
20070111   -20679.113713       -0.002068 22090626.961783 10000000.000000 10000000.000000
20070112    65304.653952        0.006530 20592121.995319 10000000.000000 10000000.000000
20070115    38788.116834        0.003879 19820200.099056 10000000.000000 10000000.000000
20070116   117081.907123        0.011708 19552502.512431 10000000.000000 10000000.000000
20070117    71472.338060        0.007147 22170930.728393 10000000.000000 10000000.000000
20070118   -16350.644337       -0.001635 21886353.311778 10000000.000000 10000000.000000
20070119   158001.981787        0.015800 23142079.587407 10000000.000000 10000000.000000
20070122      -51.109767       -0.000005 24734554.776253 10000000.000000 10000000.000000
20070123  -150338.397054       -0.015034 20115734.037636 10000000.000000 10000000.000000
20070124     6753.472974        0.000675 20865905.042961 10000000.000000 10000000.000000
20070125    29476.932355        0.002948 22181699.678504 10000000.000000 10000000.000000
20070126   -38539.986571       -0.003854 21771725.650732 10000000.000000 10000000.000000
20070129   -10211.446545       -0.001021 20776715.281278 10000000.000000 10000000.000000
20070130    17625.296480        0.001763 22006140.043201 10000000.000000 10000000.000000
20070131   -23133.281144       -0.002313 21837313.700408 10000000.000000 10000000.000000
20070201   -70685.783703       -0.007069 22282984.403072 10000000.000000 10000000.000000
20070202     6647.307578        0.000665 21083492.300897 10000000.000000 10000000.000000
20070205    45617.987239        0.004562 20369139.277577 10000000.000000 10000000.000000
20070206   213456.765591        0.021346 19310028.568035 10000000.000000 10000000.000000
20070207   -88729.587518       -0.008873 21501898.962432 10000000.000000 10000000.000000
20070208    73524.527243        0.007352 21329000.860119 10000000.000000 10000000.000000
20070209    10102.321555        0.001010 24622492.637408 10000000.000000 10000000.000000
20070212    71355.498148        0.007136 22517934.176285 10000000.000000 10000000.000000
20070213     7702.035342        0.000770 22979584.822423 10000000.000000 10000000.000000
20070214    -5043.533903       -0.000504 21856974.951056 10000000.000000 10000000.000000
20070215     6996.795810        0.000700 22530475.417303 10000000.000000 10000000.000000
20070216      989.870120        0.000099 21228871.897205 10000000.000000 10000000.000000
20070226  -245086.051273       -0.024509 21927209.139425 10000000.000000 10000000.000000
20070227   100414.943148        0.010041 20420241.344315 10000000.000000 10000000.000000
20070228  -295767.445565       -0.029577 21181236.564347 10000000.000000 10000000.000000
20070301  -410398.427344       -0.041040 21814547.367630 10000000.000000 10000000.000000
20070302   142996.335267        0.014300 21831617.079198 10000000.000000 10000000.000000
20070305    43104.004231        0.004310 21190598.789860 10000000.000000 10000000.000000
20070306   151522.258149        0.015152 21055433.296226 10000000.000000 10000000.000000
20070307    52225.451638        0.005223 23184822.470812 10000000.000000 10000000.000000
20070308    -4321.804977       -0.000432 21770640.966152 10000000.000000 10000000.000000
20070309   -39380.905675       -0.003938 22189617.277498 10000000.000000 10000000.000000
20070312   -74536.651119       -0.007454 22244851.821525 10000000.000000 10000000.000000
20070313   120689.768369        0.012069 22541471.468922 10000000.000000 10000000.000000
20070314   -47253.113596       -0.004725 23754570.124377 10000000.000000 10000000.000000
20070315    49781.187882        0.004978 21911405.295848 10000000.000000 10000000.000000
20070316    60230.831062        0.006023 23677492.586002 10000000.000000 10000000.000000
20070319   -18644.645996       -0.001864 22679184.133454 10000000.000000 10000000.000000
20070320    40798.776480        0.004080 23055778.086585 10000000.000000 10000000.000000
20070321    94395.251856        0.009440 21391073.995240 10000000.000000 10000000.000000
20070322    33317.273309        0.003332 23425165.603954 10000000.000000 10000000.000000
20070323   -44720.590916       -0.004472 23036972.680776 10000000.000000 10000000.000000
20070326    16707.471993        0.001671 22480103.916249 10000000.000000 10000000.000000
20070327   111730.107606        0.011173 24219325.407892 10000000.000000 10000000.000000
20070328   -15888.041470       -0.001589 22402888.730855 10000000.000000 10000000.000000
20070329    47364.059861        0.004736 22343565.678468 10000000.000000 10000000.000000
20070330    16003.004779        0.001600 22177915.342351 10000000.000000 10000000.000000
20070402    26471.953385        0.002647 24341546.925545 10000000.000000 10000000.000000
20070403    75462.217949        0.007546 20143218.269418 10000000.000000 10000000.000000
20070404    30724.811820        0.003072 21133039.736605 10000000.000000 10000000.000000
20070405    50233.022389        0.005023 23886598.125253 10000000.000000 10000000.000000
