20090105     1886.172900        0.000189 20000000.000000 10000000.000000 10000000.000000
20090106    21894.412994        0.002189  1139527.639897 10000000.000000 10000000.000000
20090107    30893.427568        0.003089  1518078.487691 10000000.000000 10000000.000000
20090108    45773.415176        0.004577  2785573.596629 10000000.000000 10000000.000000
20090109   -31601.751963       -0.003160   572477.052006 10000000.000000 10000000.000000
20090112   -37957.227824       -0.003796  1075052.350054 10000000.000000 10000000.000000
20090113   -38339.802185       -0.003834  1631482.964431 10000000.000000 10000000.000000
20090114   -20698.516158       -0.002070   822546.801007 10000000.000000 10000000.000000
20090115   -22323.893500       -0.002232  1398673.583953 10000000.000000 10000000.000000
20090116    17189.015386        0.001719   961764.660392 10000000.000000 10000000.000000
20090119    40714.358838        0.004071   627371.743043 10000000.000000 10000000.000000
20090120     2641.512903        0.000264  1466994.873264 10000000.000000 10000000.000000
20090121   -28523.882071       -0.002852   905560.581345 10000000.000000 10000000.000000
20090122    -5704.598882       -0.000570  1431575.522798 10000000.000000 10000000.000000
20090123    58414.456183        0.005841   652891.407700 10000000.000000 10000000.000000
20090202   -49589.761636       -0.004959   735428.922071 10000000.000000 10000000.000000
20090203   -17358.047852       -0.001736   320820.492423 10000000.000000 10000000.000000
20090204      422.855007        0.000042   785374.653310 10000000.000000 10000000.000000
20090205   -15511.129114       -0.001551   919588.990584 10000000.000000 10000000.000000
20090206     5812.419346        0.000581   612693.606963 10000000.000000 10000000.000000
20090209    61351.547999        0.006135   854149.930419 10000000.000000 10000000.000000
20090210   -64886.680379       -0.006489   243577.419656 10000000.000000 10000000.000000
20090211    -5595.815928       -0.000560   960222.671547 10000000.000000 10000000.000000
20090212    16145.491399        0.001615   946488.371479 10000000.000000 10000000.000000
20090213      376.626105        0.000038   913907.476386 10000000.000000 10000000.000000
20090216   -40142.718523       -0.004014   739480.064459 10000000.000000 10000000.000000
20090217    14151.579260        0.001415  1042960.094868 10000000.000000 10000000.000000
20090218   -16653.895444       -0.001665   864993.266390 10000000.000000 10000000.000000
20090219   -26662.791066       -0.002666   945707.194630 10000000.000000 10000000.000000
20090220    35782.985246        0.003578   628076.445955 10000000.000000 10000000.000000
20090223    12815.377977        0.001282  1137612.575883 10000000.000000 10000000.000000
20090224    68671.527928        0.006867  1425978.825176 10000000.000000 10000000.000000
20090225   -81016.394430       -0.008102   438892.372763 10000000.000000 10000000.000000
20090226   -12852.204148       -0.001285  1150443.530307 10000000.000000 10000000.000000
20090227    48729.524284        0.004873   655055.251110 10000000.000000 10000000.000000
20090302    37189.112351        0.003719   913075.688204 10000000.000000 10000000.000000
20090303    -4408.250842       -0.000441  1443512.679713 10000000.000000 10000000.000000
20090304   -21507.983803       -0.002151  1136823.100367 10000000.000000 10000000.000000
20090305   -36925.201684       -0.003693   714109.897754 10000000.000000 10000000.000000
20090306    22598.298199        0.002260   848412.283780 10000000.000000 10000000.000000
20090309    21290.425196        0.002129  1444867.124558 10000000.000000 10000000.000000
20090310     3877.739371        0.000388  1324217.942878 10000000.000000 10000000.000000
20090311    22069.593808        0.002207  1947188.815785 10000000.000000 10000000.000000
20090312    -4205.598028       -0.000421  1217827.983695 10000000.000000 10000000.000000
20090313    12124.122641        0.001212  1613876.971491 10000000.000000 10000000.000000
20090316     7025.694132        0.000703  1168947.755460 10000000.000000 10000000.000000
20090317    15346.801085        0.001535   996266.685484 10000000.000000 10000000.000000
20090318     4945.590992        0.000495  1507165.396053 10000000.000000 10000000.000000
20090319     3148.345407        0.000315  1743760.684733 10000000.000000 10000000.000000
20090320   -30943.868069       -0.003094  1908904.009382 10000000.000000 10000000.000000
20090323   -25152.221349       -0.002515  1444368.088655 10000000.000000 10000000.000000
20090324    38181.499869        0.003818  1651303.247245 10000000.000000 10000000.000000
20090325   -44664.990132       -0.004466  1310766.594552 10000000.000000 10000000.000000
20090326    -2862.141902       -0.000286  2263986.070498 10000000.000000 10000000.000000
20090327   -23081.818191       -0.002308  1370811.290206 10000000.000000 10000000.000000
20090330     9198.378841        0.000920  2718024.502134 10000000.000000 10000000.000000
20090331   -42675.474133       -0.004268  3672074.225238 10000000.000000 10000000.000000
20090401    -9339.382127       -0.000934  3043863.136908 10000000.000000 10000000.000000
20090402    40172.168727        0.004017  1428308.071156 10000000.000000 10000000.000000
20090403    11004.073256        0.001100  1385724.347064 10000000.000000 10000000.000000
20090407   -34742.792694       -0.003474  1640177.976506 10000000.000000 10000000.000000
20090408    -3216.815362       -0.000322  1694387.540392 10000000.000000 10000000.000000
20090409   -34242.591328       -0.003424  1695074.769649 10000000.000000 10000000.000000
20090410     4948.931923        0.000495  1119410.788456 10000000.000000 10000000.000000
20090413    26615.803693        0.002662  3382474.407404 10000000.000000 10000000.000000
20090414    32129.214424        0.003213  2108197.377219 10000000.000000 10000000.000000
20090415    19490.120219        0.001949  1648015.535792 10000000.000000 10000000.000000
20090416     7502.096024        0.000750  3097102.590708 10000000.000000 10000000.000000
20090417    32052.062759        0.003205  1964351.835118 10000000.000000 10000000.000000
20090420   -34673.929250       -0.003467  3099277.533009 10000000.000000 10000000.000000
20090421   -12784.061598       -0.001278  4490496.873522 10000000.000000 10000000.000000
20090422    10304.572540        0.001030  3152747.405565 10000000.000000 10000000.000000
20090423    16539.247453        0.001654  3847360.923075 10000000.000000 10000000.000000
20090424    26286.974733        0.002629  3406622.224676 10000000.000000 10000000.000000
20090427    32783.137554        0.003278  3892343.532518 10000000.000000 10000000.000000
20090428     7973.247648        0.000797  7097630.265814 10000000.000000 10000000.000000
