20080102    -7129.876725       -0.000713 20000000.000000 10000000.000000 10000000.000000
20080103    67669.646028        0.006767  5385549.831825 10000000.000000 10000000.000000
20080104    31353.635718        0.003135  2837024.562330 10000000.000000 10000000.000000
20080107    13871.924466        0.001387  2756898.856073 10000000.000000 10000000.000000
20080108    58135.418148        0.005814  3202373.752351 10000000.000000 10000000.000000
20080109   -28643.902781       -0.002864  4273009.079721 10000000.000000 10000000.000000
20080110    61052.318180        0.006105  3832941.596122 10000000.000000 10000000.000000
20080111    39871.702200        0.003987  3405618.445839 10000000.000000 10000000.000000
20080114     7043.082311        0.000704  4746244.776264 10000000.000000 10000000.000000
20080115     5392.711351        0.000539  7440038.563261 10000000.000000 10000000.000000
20080116   -45991.799610       -0.004599  8005554.731947 10000000.000000 10000000.000000
20080117     5607.664510        0.000561  9299169.972787 10000000.000000 10000000.000000
20080118    26953.135019        0.002695  9006365.439770 10000000.000000 10000000.000000
20080121   -15717.243985       -0.001572  7279828.335889 10000000.000000 10000000.000000
20080122     8078.166852        0.000808  7402696.195474 10000000.000000 10000000.000000
20080123   -33469.848417       -0.003347  6040411.641260 10000000.000000 10000000.000000
20080124   -58392.655853       -0.005839  5237525.297127 10000000.000000 10000000.000000
20080125    92753.276473        0.009275  4240180.658497 10000000.000000 10000000.000000
20080128   -99962.280367       -0.009996  4075157.534938 10000000.000000 10000000.000000
20080129    25358.590001        0.002536  4373959.995950 10000000.000000 10000000.000000
20080130   152559.515161        0.015256  3928204.702411 10000000.000000 10000000.000000
20080131   233648.042818        0.023365  3836588.207510 10000000.000000 10000000.000000
20080201    32491.092738        0.003249  4199964.380480 10000000.000000 10000000.000000
20080204    34987.098422        0.003499  4550304.156054 10000000.000000 10000000.000000
20080205    43760.994045        0.004376  4269045.667348 10000000.000000 10000000.000000
20080213   -17276.569433       -0.001728  3811837.579467 10000000.000000 10000000.000000
20080214    12344.195728        0.001234  3896644.165694 10000000.000000 10000000.000000
20080215   -76930.898898       -0.007693  4120933.275696 10000000.000000 10000000.000000
20080218      693.411470        0.000069  4232169.590484 10000000.000000 10000000.000000
20080219    94871.204308        0.009487  4365682.335535 10000000.000000 10000000.000000
20080220     5956.379760        0.000596  3590105.601576 10000000.000000 10000000.000000
20080221   -34312.685516       -0.003431  4366054.406772 10000000.000000 10000000.000000
20080222    25028.060091        0.002503  4455999.041689 10000000.000000 10000000.000000
20080225   -58495.275925       -0.005850  4691929.297186 10000000.000000 10000000.000000
20080226   139362.497261        0.013936  5167443.396929 10000000.000000 10000000.000000
20080227    23723.730401        0.002372  5180354.064921 10000000.000000 10000000.000000
20080228   -28183.446353       -0.002818  5292345.043367 10000000.000000 10000000.000000
20080229    23419.816586        0.002342  5107025.316363 10000000.000000 10000000.000000
20080303    18300.355160        0.001830  4849069.146585 10000000.000000 10000000.000000
20080304   -20412.849913       -0.002041  4824220.283488 10000000.000000 10000000.000000
20080305   -35056.260625       -0.003506  4659004.169660 10000000.000000 10000000.000000
20080306   134350.404927        0.013435  4588683.396662 10000000.000000 10000000.000000
20080307    82469.747100        0.008247  4550915.682684 10000000.000000 10000000.000000
20080310   -35973.044423       -0.003597  4555933.522478 10000000.000000 10000000.000000
20080311  -126718.409180       -0.012672  5141312.746156 10000000.000000 10000000.000000
20080312   -36593.300076       -0.003659  3740160.643188 10000000.000000 10000000.000000
20080313    21097.602832        0.002110  3847618.427406 10000000.000000 10000000.000000
20080314    -4931.102693       -0.000493  3700258.430922 10000000.000000 10000000.000000
20080317   104531.138799        0.010453  3543186.428865 10000000.000000 10000000.000000
20080318     4891.113549        0.000489  4715190.833885 10000000.000000 10000000.000000
20080319  -120769.686640       -0.012077  3749879.112331 10000000.000000 10000000.000000
20080320   -57435.720177       -0.005744  3326166.369553 10000000.000000 10000000.000000
20080321    25698.861934        0.002570  4115551.199399 10000000.000000 10000000.000000
20080324  -152155.968019       -0.015216  4330092.951226 10000000.000000 10000000.000000
20080325   -96446.005731       -0.009645  3669895.849901 10000000.000000 10000000.000000
20080326   131270.774047        0.013127  3758005.053177 10000000.000000 10000000.000000
20080327   116358.869572        0.011636  3949276.680660 10000000.000000 10000000.000000
20080328    12277.180586        0.001228  3764835.259633 10000000.000000 10000000.000000
20080331    79621.436485        0.007962  4775587.191107 10000000.000000 10000000.000000
20080401    28025.088535        0.002803  4744309.460719 10000000.000000 10000000.000000
20080402    88624.118369        0.008862  3974422.907013 10000000.000000 10000000.000000
20080403    90304.717027        0.009030  5029615.484065 10000000.000000 10000000.000000
20080407    94142.810754        0.009414  5006743.988100 10000000.000000 10000000.000000
20080408    58491.216475        0.005849  5069311.989686 10000000.000000 10000000.000000
20080409   -46903.998160       -0.004690  4794994.218207 10000000.000000 10000000.000000
20080410   -27291.210063       -0.002729  4418319.635644 10000000.000000 10000000.000000
20080411   113295.540109        0.011330  4362985.975846 10000000.000000 10000000.000000
20080414   -39306.355655       -0.003931  3911142.062692 10000000.000000 10000000.000000
20080415   -20040.768391       -0.002004  3530001.947485 10000000.000000 10000000.000000
20080416    25918.738010        0.002592  4360331.265059 10000000.000000 10000000.000000
20080417   -76730.835216       -0.007673  4271794.096305 10000000.000000 10000000.000000
20080418   -66345.632012       -0.006635  4602202.720426 10000000.000000 10000000.000000
20080421   -30719.889573       -0.003072  5446374.029294 10000000.000000 10000000.000000
20080422    25178.458768        0.002518  5021005.847158 10000000.000000 10000000.000000
20080423    64446.846828        0.006445  5252311.625729 10000000.000000 10000000.000000
20080424    23512.590368        0.002351  4570090.637400 10000000.000000 10000000.000000
20080425   113066.708121        0.011307  4062734.747992 10000000.000000 10000000.000000
20080428   -54467.837831       -0.005447  4954348.747429 10000000.000000 10000000.000000
20080429    59453.858611        0.005945  5263853.416667 10000000.000000 10000000.000000
20080430    57232.221851        0.005723  4931132.776717 10000000.000000 10000000.000000
20080505   105030.033996        0.010503  4366697.519085 10000000.000000 10000000.000000
20080506    40734.271726        0.004073  4087606.228539 10000000.000000 10000000.000000
20080507    17300.352649        0.001730  4840885.791602 10000000.000000 10000000.000000
20080508   -38757.593758       -0.003876  5424072.197506 10000000.000000 10000000.000000
20080509   -10639.692713       -0.001064  5101430.387922 10000000.000000 10000000.000000
20080512    24240.554904        0.002424  4923180.002039 10000000.000000 10000000.000000
20080513   220021.706425        0.022002  4864612.665411 10000000.000000 10000000.000000
20080514    70207.428039        0.007021  5744276.998917 10000000.000000 10000000.000000
20080515    76818.676724        0.007682  4877211.157827 10000000.000000 10000000.000000
20080516    69905.659425        0.006991  6390227.142418 10000000.000000 10000000.000000
20080519     6363.434225        0.000636  7120829.304205 10000000.000000 10000000.000000
20080520    -4973.563963       -0.000497  5804266.956230 10000000.000000 10000000.000000
20080521   -42278.789615       -0.004228  7024644.690371 10000000.000000 10000000.000000
20080522   -20345.233519       -0.002035  6105061.805854 10000000.000000 10000000.000000
20080523   101484.680318        0.010148  7027027.137917 10000000.000000 10000000.000000
20080526    58609.924276        0.005861  7000257.633492 10000000.000000 10000000.000000
20080527    44179.305712        0.004418  6482017.371727 10000000.000000 10000000.000000
20080528    24730.475902        0.002473  4872445.606205 10000000.000000 10000000.000000
20080529   -46773.064264       -0.004677  4902730.815010 10000000.000000 10000000.000000
20080530    48072.170863        0.004807  4380213.292014 10000000.000000 10000000.000000
20080602   -29059.334603       -0.002906  4547462.727597 10000000.000000 10000000.000000
20080603    57013.320567        0.005701  4936650.075656 10000000.000000 10000000.000000
20080604    46809.138832        0.004681  4578810.275388 10000000.000000 10000000.000000
20080605    52059.141932        0.005206  5716142.814975 10000000.000000 10000000.000000
20080606    94003.006335        0.009400  5097803.519404 10000000.000000 10000000.000000
20080610   -28840.524283       -0.002884  5640328.955736 10000000.000000 10000000.000000
20080611   -73841.728319       -0.007384  5283042.192202 10000000.000000 10000000.000000
20080612    17790.022457        0.001779  5159227.960120 10000000.000000 10000000.000000
20080613    42277.670467        0.004228  5093811.685642 10000000.000000 10000000.000000
20080616   -28160.491411       -0.002816  4537455.281630 10000000.000000 10000000.000000
20080617   -81340.225062       -0.008134  5268082.375719 10000000.000000 10000000.000000
20080618    58766.815456        0.005877  4912502.587111 10000000.000000 10000000.000000
20080619   -34412.789873       -0.003441  4757237.933108 10000000.000000 10000000.000000
20080620     3812.277334        0.000381  4574003.802581 10000000.000000 10000000.000000
20080623    67069.086543        0.006707  5310795.956337 10000000.000000 10000000.000000
20080624   106705.303042        0.010671  5456914.524988 10000000.000000 10000000.000000
20080625   137036.249527        0.013704  4529702.936732 10000000.000000 10000000.000000
20080626   102138.890056        0.010214  4147590.205935 10000000.000000 10000000.000000
20080627  -101726.265018       -0.010173  4720589.022296 10000000.000000 10000000.000000
20080630   -81621.786840       -0.008162  4993542.118677 10000000.000000 10000000.000000
20080701   -16447.697749       -0.001645  5429101.449360 10000000.000000 10000000.000000
20080702     8423.761127        0.000842  3879430.716457 10000000.000000 10000000.000000
20080703    25281.480944        0.002528  3967416.736155 10000000.000000 10000000.000000
20080704    66985.096158        0.006699  4106887.341449 10000000.000000 10000000.000000
20080707   143752.626732        0.014375  4449235.320338 10000000.000000 10000000.000000
20080708    88130.093632        0.008813  5114303.588390 10000000.000000 10000000.000000
20080709   159598.407780        0.015960  4726091.813412 10000000.000000 10000000.000000
20080710    87152.528139        0.008715  4455236.865797 10000000.000000 10000000.000000
20080711  -105176.194597       -0.010518  4444278.092252 10000000.000000 10000000.000000
20080714    41207.708961        0.004121  4174195.467050 10000000.000000 10000000.000000
20080715    34204.264716        0.003420  4376105.952471 10000000.000000 10000000.000000
20080716   -27856.669959       -0.002786  5140204.971416 10000000.000000 10000000.000000
