20070110    32750.447832        0.003275 20000000.000000 10000000.000000 10000000.000000
20070111    76906.266894        0.007691 16591341.421777 10000000.000000 10000000.000000
20070112    68472.339706        0.006847 14541198.639346 10000000.000000 10000000.000000
20070115    55582.532222        0.005558 13232624.867035 10000000.000000 10000000.000000
20070116    35703.201719        0.003570 12872870.876725 10000000.000000 10000000.000000
20070117    17312.383976        0.001731 10648254.746659 10000000.000000 10000000.000000
20070118    20533.693967        0.002053  9714929.111756 10000000.000000 10000000.000000
20070119   108799.371375        0.010880  8848173.371409 10000000.000000 10000000.000000
20070122    36256.192345        0.003626  8435286.389223 10000000.000000 10000000.000000
20070123   -15061.558516       -0.001506  7096125.600132 10000000.000000 10000000.000000
20070124   -12754.193685       -0.001275  6165313.599274 10000000.000000 10000000.000000
20070125    82666.153374        0.008267  6674306.284222 10000000.000000 10000000.000000
20070126    41927.934510        0.004193  6892700.569846 10000000.000000 10000000.000000
20070129   -57833.792338       -0.005783  6880193.931963 10000000.000000 10000000.000000
20070130   -31752.001756       -0.003175  6375083.688855 10000000.000000 10000000.000000
20070131    71572.954610        0.007157  6365487.796787 10000000.000000 10000000.000000
20070201   -10146.157702       -0.001015  6177965.024178 10000000.000000 10000000.000000
20070202    51567.785508        0.005157  7119468.105945 10000000.000000 10000000.000000
20070205    41892.044538        0.004189  7155416.709878 10000000.000000 10000000.000000
20070206      281.817950        0.000028  8083724.237914 10000000.000000 10000000.000000
20070207   -34466.395334       -0.003447  7610414.096430 10000000.000000 10000000.000000
20070208     6084.953127        0.000608  6930565.261226 10000000.000000 10000000.000000
20070209    24269.381950        0.002427  6928214.073673 10000000.000000 10000000.000000
20070212    38510.777920        0.003851  7039723.230845 10000000.000000 10000000.000000
20070213    25118.786701        0.002512  7636108.464032 10000000.000000 10000000.000000
20070214   -16795.526221       -0.001680  6495671.283382 10000000.000000 10000000.000000
20070215   -47255.839305       -0.004726  5903867.333432 10000000.000000 10000000.000000
20070216    62293.696695        0.006229  5652419.139440 10000000.000000 10000000.000000
20070226  -205564.240377       -0.020556  6664274.935641 10000000.000000 10000000.000000
20070227     2947.754009        0.000295  6012889.549080 10000000.000000 10000000.000000
20070228  -245010.466089       -0.024501  6836548.534358 10000000.000000 10000000.000000
20070301  -128151.085570       -0.012815  6780223.847540 10000000.000000 10000000.000000
20070302    78804.404129        0.007880  6418160.601813 10000000.000000 10000000.000000
20070305    18403.635226        0.001840  6749400.564329 10000000.000000 10000000.000000
20070306   129332.551916        0.012933  6449334.163194 10000000.000000 10000000.000000
20070307    26295.306454        0.002630  6897109.584728 10000000.000000 10000000.000000
20070308   -31800.117259       -0.003180  6479349.128154 10000000.000000 10000000.000000
20070309    33146.878606        0.003315  5762143.296637 10000000.000000 10000000.000000
20070312   -43167.148169       -0.004317  6141442.217701 10000000.000000 10000000.000000
20070313   -31250.978675       -0.003125  5573414.469448 10000000.000000 10000000.000000
20070314   -66423.305280       -0.006642  6534001.785787 10000000.000000 10000000.000000
20070315    20084.832058        0.002008  5517694.157295 10000000.000000 10000000.000000
20070316   133827.632086        0.013383  5875822.748641 10000000.000000 10000000.000000
20070319   -33465.092363       -0.003347  6292779.012689 10000000.000000 10000000.000000
20070320   -38057.879643       -0.003806  6336571.187607 10000000.000000 10000000.000000
20070321   -17252.277621       -0.001725  5934751.445274 10000000.000000 10000000.000000
20070322    21731.251041        0.002173  5322536.430185 10000000.000000 10000000.000000
20070323   -55309.211184       -0.005531  5866753.764211 10000000.000000 10000000.000000
20070326   -45848.363695       -0.004585  6533901.690931 10000000.000000 10000000.000000
20070327   -90706.008669       -0.009071  5670448.138822 10000000.000000 10000000.000000
20070328    33126.763131        0.003313  5790450.870060 10000000.000000 10000000.000000
20070329   218339.484349        0.021834  5723876.422658 10000000.000000 10000000.000000
20070330   -41040.336299       -0.004104  5677733.475876 10000000.000000 10000000.000000
20070402   -38698.454970       -0.003870  6596618.181676 10000000.000000 10000000.000000
20070403    16131.362866        0.001613  6424306.890594 10000000.000000 10000000.000000
20070404    20598.823145        0.002060  5904391.108792 10000000.000000 10000000.000000
20070405   -32187.026009       -0.003219  6412755.188228 10000000.000000 10000000.000000
20070406      515.377550        0.000052  5917778.494392 10000000.000000 10000000.000000
20070409   -32265.047079       -0.003227  6735163.467394 10000000.000000 10000000.000000
20070410   -20346.422297       -0.002035  6500782.738689 10000000.000000 10000000.000000
20070411   -52772.075968       -0.005277  5610366.219885 10000000.000000 10000000.000000
20070412   -32436.346692       -0.003244  5684739.661648 10000000.000000 10000000.000000
20070413    93628.538135        0.009363  5697250.293601 10000000.000000 10000000.000000
20070416   -29494.698481       -0.002949  6383244.230671 10000000.000000 10000000.000000
20070417  -158790.772390       -0.015879  7167159.283373 10000000.000000 10000000.000000
20070418   -73132.799362       -0.007313  5530851.573951 10000000.000000 10000000.000000
20070419    73556.141222        0.007356  6552035.288086 10000000.000000 10000000.000000
20070420   -47709.475547       -0.004771  7650865.668693 10000000.000000 10000000.000000
20070423   -98561.768883       -0.009856  7383737.981166 10000000.000000 10000000.000000
20070424   -67630.828484       -0.006763  6153011.614597 10000000.000000 10000000.000000
20070425    30234.267636        0.003023  6547236.943578 10000000.000000 10000000.000000
20070426     9726.465414        0.000973  7366406.079585 10000000.000000 10000000.000000
20070427   -34204.967528       -0.003420  7679845.860074 10000000.000000 10000000.000000
20070430     8170.547903        0.000817  7788534.535219 10000000.000000 10000000.000000
20070508    -2954.601699       -0.000295  8206464.215388 10000000.000000 10000000.000000
