20070110    34032.017980        0.003403 20000000.000000 10000000.000000 10000000.000000
20070111     3738.116463        0.000374  3812407.996947 10000000.000000 10000000.000000
20070112    23516.890064        0.002352  3172978.711631 10000000.000000 10000000.000000
20070115    16703.638771        0.001670  4791369.444260 10000000.000000 10000000.000000
20070116     -912.425483       -0.000091  6282486.610493 10000000.000000 10000000.000000
20070117    15829.322694        0.001583  6572612.481554 10000000.000000 10000000.000000
20070118    -8731.402104       -0.000873  4329892.647610 10000000.000000 10000000.000000
20070119     7173.708689        0.000717  6815970.947285 10000000.000000 10000000.000000
20070122   -65449.379155       -0.006545  4833715.260707 10000000.000000 10000000.000000
20070123     9392.759573        0.000939  4750364.228117 10000000.000000 10000000.000000
20070124    20525.995981        0.002053  4322471.727109 10000000.000000 10000000.000000
20070125    23485.095800        0.002349  4883979.730324 10000000.000000 10000000.000000
20070126    11755.883420        0.001176  5695827.525404 10000000.000000 10000000.000000
20070129    10450.417575        0.001045  4166166.692735 10000000.000000 10000000.000000
20070130    -6061.306094       -0.000606  4091149.325120 10000000.000000 10000000.000000
20070131    22856.212561        0.002286  4610039.659755 10000000.000000 10000000.000000
20070201    28160.107645        0.002816  3764403.228091 10000000.000000 10000000.000000
20070202    11704.915985        0.001170  3209294.830003 10000000.000000 10000000.000000
20070205    -8866.871686       -0.000887  3263588.468984 10000000.000000 10000000.000000
20070206   -30772.372042       -0.003077  3607934.770027 10000000.000000 10000000.000000
20070207    22357.887386        0.002236  2723299.537797 10000000.000000 10000000.000000
20070208    20348.676936        0.002035  3609838.315638 10000000.000000 10000000.000000
20070209    -2821.078080       -0.000282  3506208.754957 10000000.000000 10000000.000000
20070212    -9666.904079       -0.000967  6506984.805479 10000000.000000 10000000.000000
20070213    -8764.699646       -0.000876  4023156.092374 10000000.000000 10000000.000000
20070214     6581.128688        0.000658  5081485.131057 10000000.000000 10000000.000000
20070215    32431.347644        0.003243  4011907.676402 10000000.000000 10000000.000000
20070216    64337.528103        0.006434  3895002.423253 10000000.000000 10000000.000000
20070226    26360.199032        0.002636  5975705.271730 10000000.000000 10000000.000000
20070227    44627.152173        0.004463  5941140.638631 10000000.000000 10000000.000000
20070228    58498.195028        0.005850  5143297.026766 10000000.000000 10000000.000000
20070301    19020.490601        0.001902  5087145.653949 10000000.000000 10000000.000000
20070302    49835.468141        0.004984  3191992.203086 10000000.000000 10000000.000000
20070305   -49164.579853       -0.004916  3515660.286477 10000000.000000 10000000.000000
20070306    10265.687764        0.001027  3433504.448445 10000000.000000 10000000.000000
20070307    10736.460705        0.001074  4751220.114757 10000000.000000 10000000.000000
20070308    23164.414079        0.002316  5184658.885716 10000000.000000 10000000.000000
20070309    43090.786356        0.004309  3454322.814064 10000000.000000 10000000.000000
20070312    36209.081187        0.003621  4814550.479005 10000000.000000 10000000.000000
20070313   -83585.153002       -0.008359  2900183.430701 10000000.000000 10000000.000000
20070314   -12158.561208       -0.001216  3526849.174216 10000000.000000 10000000.000000
20070315    20490.087247        0.002049  4291589.054779 10000000.000000 10000000.000000
20070316   -24006.184462       -0.002401  3684102.230410 10000000.000000 10000000.000000
20070319    23842.318022        0.002384  5206742.548576 10000000.000000 10000000.000000
20070320     4552.839032        0.000455  4502907.147728 10000000.000000 10000000.000000
20070321    46924.373151        0.004692  4629389.835884 10000000.000000 10000000.000000
20070322    -5957.657901       -0.000596  5062458.333104 10000000.000000 10000000.000000
20070323   -29953.755883       -0.002995  4832089.719427 10000000.000000 10000000.000000
20070326   -17235.267401       -0.001724  4738955.717714 10000000.000000 10000000.000000
20070327     7364.659345        0.000736  3996877.659643 10000000.000000 10000000.000000
20070328    12475.207018        0.001248  3839776.805275 10000000.000000 10000000.000000
20070329     2215.564478        0.000222  4844978.577580 10000000.000000 10000000.000000
20070330    12653.381514        0.001265  6141214.564004 10000000.000000 10000000.000000
20070402   -28765.137044       -0.002877  3864298.186402 10000000.000000 10000000.000000
20070403    28238.056298        0.002824  5248538.810768 10000000.000000 10000000.000000
20070404      108.402150        0.000011  4774039.829125 10000000.000000 10000000.000000
20070405   -12501.435630       -0.001250  3853091.556395 10000000.000000 10000000.000000
20070406   -15081.804785       -0.001508  5640787.791727 10000000.000000 10000000.000000
20070409    43824.113979        0.004382  5789775.974348 10000000.000000 10000000.000000
20070410   -36167.781024       -0.003617  5048793.511704 10000000.000000 10000000.000000
20070411    15461.080490        0.001546  1981819.135398 10000000.000000 10000000.000000
20070412   -27189.291207       -0.002719  2380253.875832 10000000.000000 10000000.000000
20070413    20736.958117        0.002074  4358483.406684 10000000.000000 10000000.000000
20070416    -5711.514827       -0.000571  6081975.015242 10000000.000000 10000000.000000
20070417   -30741.570161       -0.003074  4853693.108683 10000000.000000 10000000.000000
20070418   -30910.995958       -0.003091  4741959.277842 10000000.000000 10000000.000000
20070419    21024.970053        0.002102  6680807.941018 10000000.000000 10000000.000000
20070420   -11729.577361       -0.001173  7662109.093896 10000000.000000 10000000.000000
20070423   -12122.011845       -0.001212  7107081.549485 10000000.000000 10000000.000000
20070424   -83823.843273       -0.008382  5268942.975289 10000000.000000 10000000.000000
20070425     3552.067605        0.000355  3488419.149463 10000000.000000 10000000.000000
20070426    51227.926331        0.005123  3838748.912326 10000000.000000 10000000.000000
20070427   -42982.808172       -0.004298  7472434.586634 10000000.000000 10000000.000000
20070430    -4221.673859       -0.000422  8104071.266952 10000000.000000 10000000.000000
20070508    22303.776995        0.002230  7359212.045137 10000000.000000 10000000.000000
20070509    93671.284254        0.009367  4043297.196914 10000000.000000 10000000.000000
20070510   -34170.220056       -0.003417  4393150.579631 10000000.000000 10000000.000000
20070511     -466.576748       -0.000047  6008290.017137 10000000.000000 10000000.000000
20070514     6653.433800        0.000665  6674266.581823 10000000.000000 10000000.000000
