20070104   -33468.422574       -0.003347 20000000.000000 10000000.000000 10000000.000000
20070105   -35078.262688       -0.003508  4585248.159222 10000000.000000 10000000.000000
20070108    -5153.575698       -0.000515  4162194.618503 10000000.000000 10000000.000000
20070109    64009.453967        0.006401  5154869.027788 10000000.000000 10000000.000000
20070110   -25786.626349       -0.002579  5997697.860632 10000000.000000 10000000.000000
20070111    -2444.163263       -0.000244  6483193.214788 10000000.000000 10000000.000000
20070112   127636.905005        0.012764  5942611.236424 10000000.000000 10000000.000000
20070115   -25484.638121       -0.002548  4739374.336221 10000000.000000 10000000.000000
20070116   126629.777260        0.012663  4374735.960958 10000000.000000 10000000.000000
20070117    53870.084620        0.005387  4324148.025104 10000000.000000 10000000.000000
20070118   -74088.655919       -0.007409  4053384.890204 10000000.000000 10000000.000000
20070119    76782.762811        0.007678  4448317.386186 10000000.000000 10000000.000000
20070122    -9810.502753       -0.000981  4694927.709860 10000000.000000 10000000.000000
20070123   -87561.642609       -0.008756  5337725.087559 10000000.000000 10000000.000000
20070124    -8205.233636       -0.000821  4850671.536514 10000000.000000 10000000.000000
20070125    99037.295861        0.009904  3991710.457526 10000000.000000 10000000.000000
20070126    21992.942129        0.002199  3554461.644727 10000000.000000 10000000.000000
20070129  -103099.478649       -0.010310  2927488.890262 10000000.000000 10000000.000000
20070130   -32155.569715       -0.003216  3110367.245118 10000000.000000 10000000.000000
20070131   -88157.813606       -0.008816  3161281.931044 10000000.000000 10000000.000000
20070201   -49042.420686       -0.004904  3070852.479177 10000000.000000 10000000.000000
20070202   -15949.495789       -0.001595  3996913.871260 10000000.000000 10000000.000000
20070205   -51965.806535       -0.005197  4747633.284783 10000000.000000 10000000.000000
20070206   -52152.492655       -0.005215  5417315.134642 10000000.000000 10000000.000000
20070207    13517.004384        0.001352  5345982.612447 10000000.000000 10000000.000000
20070208    12369.525517        0.001237  4660070.339377 10000000.000000 10000000.000000
20070209    28623.833540        0.002862  4868154.453546 10000000.000000 10000000.000000
20070212    20182.101271        0.002018  5732284.363495 10000000.000000 10000000.000000
20070213     1150.188814        0.000115  5853304.564372 10000000.000000 10000000.000000
20070214    -1512.978329       -0.000151  5272331.182753 10000000.000000 10000000.000000
20070215   -39263.780074       -0.003926  4935535.200593 10000000.000000 10000000.000000
20070216    34443.502290        0.003444  4904626.775145 10000000.000000 10000000.000000
20070226  -120513.482478       -0.012051  4502003.881473 10000000.000000 10000000.000000
20070227     8847.662746        0.000885  4300816.427146 10000000.000000 10000000.000000
20070228  -197013.266800       -0.019701  4377342.445231 10000000.000000 10000000.000000
20070301  -226098.355957       -0.022610  3718178.135560 10000000.000000 10000000.000000
20070302    50547.633324        0.005055  3370683.839393 10000000.000000 10000000.000000
20070305   -19685.542857       -0.001969  3284610.481917 10000000.000000 10000000.000000
20070306    88722.163145        0.008872  3453715.603530 10000000.000000 10000000.000000
20070307    62855.949555        0.006286  3454773.182418 10000000.000000 10000000.000000
20070308   -21538.886262       -0.002154  3808634.413620 10000000.000000 10000000.000000
20070309   -42957.836089       -0.004296  4105293.501008 10000000.000000 10000000.000000
20070312   -71185.908545       -0.007119  4614255.887667 10000000.000000 10000000.000000
20070313      987.928822        0.000099  5140567.819664 10000000.000000 10000000.000000
20070314   -17286.459406       -0.001729  5035549.849669 10000000.000000 10000000.000000
20070315    11724.966751        0.001172  5237388.267040 10000000.000000 10000000.000000
20070316    52197.155377        0.005220  5343288.462225 10000000.000000 10000000.000000
20070319     9321.555714        0.000932  5411418.303788 10000000.000000 10000000.000000
20070320   -72732.672725       -0.007273  5261825.082881 10000000.000000 10000000.000000
20070321    42050.729360        0.004205  5476773.953601 10000000.000000 10000000.000000
20070322    45791.266247        0.004579  4888770.147683 10000000.000000 10000000.000000
20070323    42247.879083        0.004225  4772721.028132 10000000.000000 10000000.000000
20070326    11872.473585        0.001187  5297401.686123 10000000.000000 10000000.000000
20070327    38980.831750        0.003898  5849278.868821 10000000.000000 10000000.000000
20070328    12362.434946        0.001236  6657650.392040 10000000.000000 10000000.000000
20070329    53771.529169        0.005377  5961523.737594 10000000.000000 10000000.000000
20070330   -22188.575898       -0.002219  5393662.193197 10000000.000000 10000000.000000
20070402     2327.598010        0.000233  5008917.947568 10000000.000000 10000000.000000
20070403    34109.857403        0.003411  5394459.554306 10000000.000000 10000000.000000
20070404    49747.074087        0.004975  5647994.711506 10000000.000000 10000000.000000
20070405    19969.194425        0.001997  5598661.211063 10000000.000000 10000000.000000
20070406   -20220.169139       -0.002022  5103969.300855 10000000.000000 10000000.000000
20070409   -10722.740955       -0.001072  6149073.341206 10000000.000000 10000000.000000
20070410   -32408.282803       -0.003241  5919877.579098 10000000.000000 10000000.000000
20070411    16134.283270        0.001613  5403276.526202 10000000.000000 10000000.000000
20070412   -11507.115440       -0.001151  5764103.832066 10000000.000000 10000000.000000
20070413    89861.816932        0.008986  6006645.113443 10000000.000000 10000000.000000
20070416    27668.394513        0.002767  6054588.675320 10000000.000000 10000000.000000
20070417    16961.308935        0.001696  6619302.295765 10000000.000000 10000000.000000
20070418    17643.054755        0.001764  6223083.045370 10000000.000000 10000000.000000
20070419    78409.188614        0.007841  6538219.065076 10000000.000000 10000000.000000
20070420   -11734.557643       -0.001173  6011962.486154 10000000.000000 10000000.000000
20070423    44579.302914        0.004458  5742788.690462 10000000.000000 10000000.000000
20070424    50498.505514        0.005050  5845028.576819 10000000.000000 10000000.000000
20070425    32544.093078        0.003254  5596863.653326 10000000.000000 10000000.000000
