20070104    92074.063796        0.009207 20000000.000000 10000000.000000 10000000.000000
20070105   215824.163843        0.021582 11075896.187313 10000000.000000 10000000.000000
20070108   152059.463578        0.015206  9994222.691379 10000000.000000 10000000.000000
20070109    60982.918695        0.006098  8820159.246795 10000000.000000 10000000.000000
20070110    35617.808441        0.003562  7546018.750297 10000000.000000 10000000.000000
20070111   184250.963955        0.018425  6632445.223000 10000000.000000 10000000.000000
20070112   -25326.235103       -0.002533  6972588.299600 10000000.000000 10000000.000000
20070115   -72962.742767       -0.007296  8053838.764045 10000000.000000 10000000.000000
20070116   -69237.703540       -0.006924  6729690.770860 10000000.000000 10000000.000000
20070117     5061.085036        0.000506  5415559.591828 10000000.000000 10000000.000000
20070118    56559.383818        0.005656  5978392.401546 10000000.000000 10000000.000000
20070119    20650.590663        0.002065  5779520.701350 10000000.000000 10000000.000000
20070122    95560.266447        0.009556  5402363.904292 10000000.000000 10000000.000000
20070123   220089.727001        0.022009  5721507.063209 10000000.000000 10000000.000000
20070124   137206.035472        0.013721  6429846.931453 10000000.000000 10000000.000000
20070125   -35350.242994       -0.003535  6953359.155499 10000000.000000 10000000.000000
20070126   -70536.717400       -0.007054  8864114.193505 10000000.000000 10000000.000000
20070129    72136.479922        0.007214  8901841.056545 10000000.000000 10000000.000000
20070130    19434.736807        0.001943  8036356.302788 10000000.000000 10000000.000000
20070131    31335.792206        0.003134  7611170.679371 10000000.000000 10000000.000000
20070201    10020.374037        0.001002  7791723.284000 10000000.000000 10000000.000000
20070202    58371.073237        0.005837  7303406.554052 10000000.000000 10000000.000000
20070205    84774.671243        0.008477  7037684.110111 10000000.000000 10000000.000000
20070206    77415.352580        0.007742  7081348.221796 10000000.000000 10000000.000000
20070207   -36485.225902       -0.003649  6986197.723151 10000000.000000 10000000.000000
20070208    37740.366260        0.003774  7286015.914086 10000000.000000 10000000.000000
20070209    13971.538973        0.001397  8215086.090354 10000000.000000 10000000.000000
20070212   165678.347613        0.016568  8209429.540686 10000000.000000 10000000.000000
20070213   114840.992192        0.011484  9011301.361253 10000000.000000 10000000.000000
20070214    39615.837543        0.003962  8702737.158545 10000000.000000 10000000.000000
20070215     8436.393970        0.000844  8111741.152476 10000000.000000 10000000.000000
20070216     5658.695657        0.000566  7018953.918781 10000000.000000 10000000.000000
20070226   372958.317407        0.037296  6226376.031250 10000000.000000 10000000.000000
20070227    37058.273508        0.003706  6203627.589299 10000000.000000 10000000.000000
20070228   109012.725483        0.010901  8564871.017106 10000000.000000 10000000.000000
20070301    28612.459279        0.002861  9355302.419938 10000000.000000 10000000.000000
20070302    98150.490831        0.009815  9091575.019669 10000000.000000 10000000.000000
20070305    32059.127210        0.003206  7301955.609652 10000000.000000 10000000.000000
20070306   120758.050299        0.012076  7648271.004553 10000000.000000 10000000.000000
20070307    72178.119417        0.007218  7903103.660182 10000000.000000 10000000.000000
20070308   -44980.227395       -0.004498  8153070.554409 10000000.000000 10000000.000000
20070309   -12955.512997       -0.001296  9194960.665308 10000000.000000 10000000.000000
20070312    43972.310809        0.004397  8920556.476601 10000000.000000 10000000.000000
20070313   148689.412742        0.014869  8889991.402381 10000000.000000 10000000.000000
20070314   -25446.567298       -0.002545  8245253.506678 10000000.000000 10000000.000000
20070315    10792.583865        0.001079  7399631.834450 10000000.000000 10000000.000000
20070316    98666.003740        0.009867  7046313.134301 10000000.000000 10000000.000000
20070319   -42424.214695       -0.004242  7904514.576365 10000000.000000 10000000.000000
20070320    -9636.232327       -0.000964  7592322.950510 10000000.000000 10000000.000000
20070321    96517.959740        0.009652  6752812.482131 10000000.000000 10000000.000000
20070322    64004.082216        0.006400  6706134.411903 10000000.000000 10000000.000000
20070323    65796.850584        0.006580  7703547.297164 10000000.000000 10000000.000000
20070326   174894.231414        0.017489  8202955.071595 10000000.000000 10000000.000000
20070327    81706.118513        0.008171  9161622.449741 10000000.000000 10000000.000000
20070328    49932.961499        0.004993  8982959.282581 10000000.000000 10000000.000000
20070329   115157.773295        0.011516  9128520.299858 10000000.000000 10000000.000000
20070330   -15616.135750       -0.001562  8687298.871236 10000000.000000 10000000.000000
20070402    11801.567857        0.001180  7939490.315199 10000000.000000 10000000.000000
20070403    -3956.211194       -0.000396  7272479.001940 10000000.000000 10000000.000000
20070404    32902.126751        0.003290  7318922.039695 10000000.000000 10000000.000000
20070405    13370.160794        0.001337  7668282.999715 10000000.000000 10000000.000000
20070406   -26640.149565       -0.002664  7857421.903066 10000000.000000 10000000.000000
20070409     3645.473600        0.000365  8073607.045037 10000000.000000 10000000.000000
20070410   -44818.764032       -0.004482  7531058.288444 10000000.000000 10000000.000000
20070411   -13709.364874       -0.001371  7118287.068850 10000000.000000 10000000.000000
20070412  -104008.817012       -0.010401  6576982.776939 10000000.000000 10000000.000000
20070413    60697.183468        0.006070  6659071.755744 10000000.000000 10000000.000000
20070416    17417.230503        0.001742  7374219.499538 10000000.000000 10000000.000000
20070417   119883.854676        0.011988  7653957.107321 10000000.000000 10000000.000000
20070418   162376.605323        0.016238  7029713.477064 10000000.000000 10000000.000000
20070419     4063.385632        0.000406  7858833.748816 10000000.000000 10000000.000000
20070420   -38589.165747       -0.003859  9349403.044869 10000000.000000 10000000.000000
20070423    37881.069451        0.003788  7749937.829749 10000000.000000 10000000.000000
20070424    73000.822854        0.007300  7410507.818440 10000000.000000 10000000.000000
20070425     2084.194825        0.000208  7146994.049628 10000000.000000 10000000.000000
20070426    35911.495815        0.003591  7966065.484633 10000000.000000 10000000.000000
